省份,城市,年,月,日,星期几,最高温度,最低温度,天气,风向,风力
甘肃,兰州,2014,1,18,星期六,5℃,-7℃,晴,无持续风向,微风
甘肃,兰州,2014,1,19,星期日,4℃,-9℃,多云,无持续风向,微风
甘肃,兰州,2014,1,20,星期一,7℃,-9℃,晴,无持续风向,微风
甘肃,兰州,2014,1,21,星期二,8℃,-8℃,晴,无持续风向,微风
甘肃,兰州,2014,1,22,星期三,11℃,-7℃,晴,无持续风向,微风
甘肃,兰州,2014,1,23,星期四,8℃,-4℃,晴,无持续风向,微风
甘肃,兰州,2014,1,24,星期五,7℃,-8℃,晴,无持续风向,微风
甘肃,兰州,2014,1,25,星期六,9℃,-6℃,晴,无持续风向,微风
甘肃,兰州,2014,1,26,星期日,11℃,-5℃,晴,无持续风向,微风
甘肃,兰州,2014,1,27,星期一,9℃,-6℃,晴,无持续风向,微风
甘肃,兰州,2014,1,28,星期二,10℃,-5℃,晴,无持续风向,微风
甘肃,兰州,2014,1,29,星期三,11℃,-5℃,晴,无持续风向,微风
甘肃,兰州,2014,1,30,星期四,14℃,-4℃,晴,无持续风向,微风
甘肃,兰州,2014,1,31,星期五,15℃,-4℃,晴,无持续风向,微风
台湾,台北,2014,1,1,星期三,20℃,11℃,晴,无持续风向,微风
台湾,台北,2014,1,2,星期四,22℃,17℃,小雨,无持续风向,微风
台湾,台北,2014,1,3,星期五,22℃,15℃,小雨,无持续风向,微风
台湾,台北,2014,1,4,星期六,18℃,10℃,阴,无持续风向,微风
台湾,台北,2014,1,5,星期日,17℃,11℃,晴,无持续风向,微风
台湾,台北,2014,1,6,星期一,19℃,12℃,阴,无持续风向,微风
台湾,台北,2014,1,7,星期二,23℃,15℃,多云,无持续风向,微风
台湾,台北,2014,1,8,星期三,22℃,12℃,小雨,无持续风向,微风
台湾,台北,2014,1,9,星期四,16℃,12℃,小雨,无持续风向,微风
台湾,台北,2014,1,10,星期五,17℃,13℃,小雨,无持续风向,微风
台湾,台北,2014,1,11,星期六,21℃,14℃,小雨,无持续风向,微风
台湾,台北,2014,1,12,星期日,20℃,14℃,中雨,无持续风向,微风
台湾,台北,2014,1,13,星期一,17℃,13℃,小雨,无持续风向,微风
台湾,台北,2014,1,14,星期二,14℃,11℃,小雨,无持续风向,微风
台湾,台北,2014,1,15,星期三,14℃,10℃,小雨,无持续风向,微风
台湾,台北,2014,1,16,星期四,17℃,13℃,阴,无持续风向,微风
台湾,台北,2014,1,17,星期五,18℃,10℃,小雨,无持续风向,微风
台湾,台北,2014,1,18,星期六,15℃,9℃,阴,无持续风向,微风
台湾,台北,2014,1,19,星期日,17℃,11℃,多云,无持续风向,微风
台湾,台北,2014,1,20,星期一,19℃,11℃,小雨,无持续风向,微风
台湾,台北,2014,1,21,星期二,15℃,8℃,阴,无持续风向,微风
台湾,台北,2014,1,22,星期三,13℃,7℃,阴,无持续风向,微风
台湾,台北,2014,1,23,星期四,17℃,9℃,多云,无持续风向,微风
台湾,台北,2014,1,24,星期五,21℃,11℃,晴,无持续风向,微风
台湾,台北,2014,1,25,星期六,21℃,12℃,晴,无持续风向,微风
台湾,台北,2014,1,26,星期日,16℃,12℃,阴,无持续风向,微风
台湾,台北,2014,1,27,星期一,18℃,12℃,阴,无持续风向,微风
台湾,台北,2014,1,28,星期二,22℃,13℃,多云,无持续风向,微风
台湾,台北,2014,1,29,星期三,23℃,13℃,小雨,无持续风向,微风
台湾,台北,2014,1,30,星期四,23℃,13℃,晴,无持续风向,微风
台湾,台北,2014,1,31,星期五,24℃,15℃,晴,无持续风向,微风
广西,南宁,2014,1,1,星期三,19℃,9℃,多云,东南风,微风
广西,南宁,2014,1,2,星期四,19℃,12℃,多云,东南风,微风
广西,南宁,2014,1,3,星期五,19℃,10℃,阴,东北风,微风
广西,南宁,2014,1,4,星期六,21℃,11℃,多云,东北风,微风
广西,南宁,2014,1,5,星期日,21℃,13℃,多云,东南风,微风
广西,南宁,2014,1,6,星期一,22℃,16℃,阴,东南风,微风
广西,南宁,2014,1,7,星期二,21℃,11℃,阴,东南风,微风
广西,南宁,2014,1,8,星期三,14℃,10℃,小雨,东北风,微风
广西,南宁,2014,1,9,星期四,13℃,11℃,阴,东北风,微风
广西,南宁,2014,1,10,星期五,13℃,10℃,阴,东南风,微风
广西,南宁,2014,1,11,星期六,15℃,11℃,小雨,东风,微风
广西,南宁,2014,1,12,星期日,12℃,8℃,小雨,东北风,微风
广西,南宁,2014,1,13,星期一,14℃,5℃,阴,东北风,微风
广西,南宁,2014,1,14,星期二,16℃,6℃,晴,东北风,微风
广西,南宁,2014,1,15,星期三,17℃,6℃,晴,东北风,微风
广西,南宁,2014,1,16,星期四,18℃,9℃,多云,东南风,微风
广西,南宁,2014,1,17,星期五,19℃,8℃,多云,东北风,微风
广西,南宁,2014,1,18,星期六,20℃,8℃,晴,东北风,微风
广西,南宁,2014,1,19,星期日,20℃,8℃,晴,东风,微风
广西,南宁,2014,1,20,星期一,21℃,7℃,晴,东北风,微风
广西,南宁,2014,1,21,星期二,20℃,6℃,晴,东北风,微风
广西,南宁,2014,1,22,星期三,19℃,6℃,晴,东风,微风
广西,南宁,2014,1,23,星期四,20℃,9℃,晴,东南风,微风
广西,南宁,2014,1,24,星期五,20℃,12℃,多云,东南风,微风
广西,南宁,2014,1,25,星期六,22℃,13℃,多云,东南风,微风
广西,南宁,2014,1,26,星期日,20℃,13℃,多云,东风,微风
广西,南宁,2014,1,27,星期一,22℃,14℃,多云,东南风,微风
广西,南宁,2014,1,28,星期二,23℃,15℃,多云,东南风,微风
广西,南宁,2014,1,29,星期三,24℃,15℃,多云,东南风,微风
广西,南宁,2014,1,30,星期四,24℃,14℃,多云,东南风,微风
广西,南宁,2014,1,31,星期五,27℃,13℃,多云,南风,微风
宁夏,银川,2014,1,1,星期三,4℃,-8℃,晴,无持续风向,微风
宁夏,银川,2014,1,2,星期四,2℃,-10℃,多云,北风,3-4级
宁夏,银川,2014,1,3,星期五,4℃,-8℃,晴,无持续风向,微风
宁夏,银川,2014,1,4,星期六,5℃,-7℃,晴,无持续风向,微风
宁夏,银川,2014,1,5,星期日,5℃,-8℃,晴,无持续风向,微风
宁夏,银川,2014,1,6,星期一,1℃,-8℃,阴,北风,3-4级
宁夏,银川,2014,1,7,星期二,-3℃,-13℃,阴,北风,4-5级
宁夏,银川,2014,1,8,星期三,-4℃,-15℃,晴,无持续风向,微风
宁夏,银川,2014,1,9,星期四,-2℃,-13℃,晴,无持续风向,微风
宁夏,银川,2014,1,10,星期五,-2℃,-12℃,多云,无持续风向,微风
宁夏,银川,2014,1,11,星期六,-1℃,-14℃,多云,北风,3-4级
宁夏,银川,2014,1,12,星期日,1℃,-13℃,晴,无持续风向,微风
宁夏,银川,2014,1,13,星期一,1℃,-13℃,晴,无持续风向,微风
宁夏,银川,2014,1,14,星期二,0℃,-11℃,晴,无持续风向,微风
宁夏,银川,2014,1,15,星期三,2℃,-12℃,多云,北风,3-4级
宁夏,银川,2014,1,16,星期四,3℃,-13℃,晴,无持续风向,微风
宁夏,银川,2014,1,17,星期五,0℃,-12℃,晴,无持续风向,微风
宁夏,银川,2014,1,18,星期六,0℃,-8℃,多云,北风,4-5级
宁夏,银川,2014,1,19,星期日,0℃,-13℃,晴,北风,4-5级
宁夏,银川,2014,1,20,星期一,1℃,-12℃,晴,无持续风向,微风
宁夏,银川,2014,1,21,星期二,3℃,-11℃,晴,无持续风向,微风
宁夏,银川,2014,1,22,星期三,5℃,-9℃,晴,无持续风向,微风
宁夏,银川,2014,1,23,星期四,7℃,-7℃,晴,无持续风向,微风
宁夏,银川,2014,1,24,星期五,3℃,-10℃,多云,无持续风向,微风
宁夏,银川,2014,1,25,星期六,7℃,-9℃,晴,无持续风向,微风
宁夏,银川,2014,1,26,星期日,8℃,-7℃,晴,南风,3-4级
宁夏,银川,2014,1,27,星期一,7℃,-7℃,晴,无持续风向,微风
宁夏,银川,2014,1,28,星期二,8℃,-8℃,晴,无持续风向,微风
宁夏,银川,2014,1,29,星期三,9℃,-6℃,晴,无持续风向,微风
宁夏,银川,2014,1,30,星期四,13℃,-4℃,晴,无持续风向,微风
宁夏,银川,2014,1,31,星期五,12℃,-3℃,晴,无持续风向,微风
广东,广州,2014,1,1,星期三,20℃,6℃,晴,无持续风向,微风
广东,广州,2014,1,2,星期四,21℃,12℃,多云,无持续风向,微风
广东,广州,2014,1,3,星期五,23℃,12℃,霾,无持续风向,微风
广东,广州,2014,1,4,星期六,21℃,8℃,霾,无持续风向,微风
广东,广州,2014,1,5,星期日,21℃,10℃,霾,无持续风向,微风
广东,广州,2014,1,6,星期一,20℃,10℃,多云,无持续风向,微风
广东,广州,2014,1,7,星期二,20℃,13℃,霾,无持续风向,微风
广东,广州,2014,1,8,星期三,17℃,10℃,小雨,无持续风向,微风
广东,广州,2014,1,9,星期四,15℃,9℃,阴,北风,3-4级
广东,广州,2014,1,10,星期五,16℃,11℃,阴,无持续风向,微风
广东,广州,2014,1,11,星期六,20℃,12℃,多云,无持续风向,微风
广东,广州,2014,1,12,星期日,21℃,9℃,多云,无持续风向,微风
广东,广州,2014,1,13,星期一,15℃,7℃,多云,无持续风向,微风
广东,广州,2014,1,14,星期二,17℃,5℃,晴,无持续风向,微风
广东,广州,2014,1,15,星期三,18℃,4℃,晴,无持续风向,微风
广东,广州,2014,1,16,星期四,19℃,5℃,晴,无持续风向,微风
广东,广州,2014,1,17,星期五,20℃,8℃,霾,无持续风向,微风
广东,广州,2014,1,18,星期六,21℃,5℃,晴,无持续风向,微风
广东,广州,2014,1,19,星期日,22℃,6℃,晴,无持续风向,微风
广东,广州,2014,1,20,星期一,21℃,8℃,晴,无持续风向,微风
广东,广州,2014,1,21,星期二,18℃,5℃,晴,北风,3-4级
广东,广州,2014,1,22,星期三,18℃,0℃,晴,无持续风向,微风
广东,广州,2014,1,23,星期四,19℃,5℃,晴,无持续风向,微风
广东,广州,2014,1,24,星期五,21℃,12℃,晴,无持续风向,微风
广东,广州,2014,1,25,星期六,21℃,15℃,多云,无持续风向,微风
广东,广州,2014,1,26,星期日,23℃,15℃,阴,无持续风向,微风
广东,广州,2014,1,27,星期一,23℃,11℃,多云,无持续风向,微风
广东,广州,2014,1,28,星期二,22℃,10℃,多云,无持续风向,微风
广东,广州,2014,1,29,星期三,24℃,11℃,晴,无持续风向,微风
广东,广州,2014,1,30,星期四,25℃,11℃,晴,无持续风向,微风
广东,广州,2014,1,31,星期五,26℃,12℃,晴,无持续风向,微风
江苏,南京,2014,1,1,星期三,16℃,2℃,晴,西风,3-4级
江苏,南京,2014,1,2,星期四,17℃,3℃,晴,东风,3-4级
江苏,南京,2014,1,3,星期五,16℃,2℃,阴,西北风,4-5级
江苏,南京,2014,1,4,星期六,9℃,1℃,阴,北风,3-4级
江苏,南京,2014,1,5,星期日,13℃,3℃,多云,东南风,微风
江苏,南京,2014,1,6,星期一,13℃,6℃,多云,东风,4-5级
江苏,南京,2014,1,7,星期二,10℃,3℃,小雨,东北风,3-4级
江苏,南京,2014,1,8,星期三,7℃,-3℃,小雨,北风,5-6级
江苏,南京,2014,1,9,星期四,6℃,-2℃,晴,东风,3-4级
江苏,南京,2014,1,10,星期五,8℃,2℃,多云,东风,3-4级
江苏,南京,2014,1,11,星期六,7℃,3℃,小雨,东风,3-4级
江苏,南京,2014,1,12,星期日,9℃,0℃,阴,东北风,3-4级
江苏,南京,2014,1,13,星期一,7℃,-3℃,多云,东风,3-4级
江苏,南京,2014,1,14,星期二,7℃,-2℃,晴,东风,3-4级
江苏,南京,2014,1,15,星期三,8℃,-1℃,晴,东风,3-4级
江苏,南京,2014,1,16,星期四,9℃,1℃,多云,东风,3-4级
江苏,南京,2014,1,17,星期五,13℃,-1℃,多云,北风,3-4级
江苏,南京,2014,1,18,星期六,7℃,-2℃,多云,北风,3-4级
江苏,南京,2014,1,19,星期日,11℃,2℃,多云,西风,3-4级
江苏,南京,2014,1,20,星期一,9℃,-3℃,多云,西北风,4-5级
江苏,南京,2014,1,21,星期二,7℃,-3℃,晴,北风,3-4级
江苏,南京,2014,1,22,星期三,8℃,-3℃,晴,东南风,3-4级
江苏,南京,2014,1,23,星期四,12℃,2℃,晴,南风,4-5级
江苏,南京,2014,1,24,星期五,18℃,8℃,多云,南风,4-5级
江苏,南京,2014,1,25,星期六,15℃,3℃,多云,北风,4-5级
江苏,南京,2014,1,26,星期日,10℃,1℃,多云,东北风,3-4级
江苏,南京,2014,1,27,星期一,14℃,4℃,多云,东南风,3-4级
江苏,南京,2014,1,28,星期二,13℃,5℃,多云,东北风,4-5级
江苏,南京,2014,1,29,星期三,10℃,5℃,小雨,西南风,3-4级
江苏,南京,2014,1,30,星期四,15℃,7℃,雾,西南风,3-4级
江苏,南京,2014,1,31,星期五,19℃,11℃,雾,东南风,4-5级
浙江,杭州,2014,1,1,星期三,16℃,3℃,晴,南风,微风
浙江,杭州,2014,1,2,星期四,17℃,4℃,晴,南风,微风
浙江,杭州,2014,1,3,星期五,16℃,4℃,多云,西风,微风
浙江,杭州,2014,1,4,星期六,12℃,2℃,多云,北风,微风
浙江,杭州,2014,1,5,星期日,12℃,3℃,晴,南风,微风
浙江,杭州,2014,1,6,星期一,14℃,4℃,晴,东风,微风
浙江,杭州,2014,1,7,星期二,11℃,5℃,小雨,西南风,微风
浙江,杭州,2014,1,8,星期三,8℃,1℃,小雨,北风,4-5级
浙江,杭州,2014,1,9,星期四,8℃,-1℃,多云,北风,微风
浙江,杭州,2014,1,10,星期五,7℃,3℃,多云,东风,微风
浙江,杭州,2014,1,11,星期六,7℃,3℃,小雨,东北风,微风
浙江,杭州,2014,1,12,星期日,5℃,0℃,小雨,北风,微风
浙江,杭州,2014,1,13,星期一,6℃,-1℃,阴,北风,3-4级
浙江,杭州,2014,1,14,星期二,8℃,-1℃,多云,东北风,微风
浙江,杭州,2014,1,15,星期三,7℃,0℃,晴,东风,微风
浙江,杭州,2014,1,16,星期四,11℃,0℃,晴,东风,微风
浙江,杭州,2014,1,17,星期五,13℃,2℃,多云,南风,微风
浙江,杭州,2014,1,18,星期六,9℃,0℃,晴,北风,微风
浙江,杭州,2014,1,19,星期日,11℃,2℃,霾,东北风,微风
浙江,杭州,2014,1,20,星期一,11℃,-2℃,多云,西北风,3-4级
浙江,杭州,2014,1,21,星期二,7℃,-2℃,晴,北风,微风
浙江,杭州,2014,1,22,星期三,8℃,-1℃,晴,南风,微风
浙江,杭州,2014,1,23,星期四,12℃,1℃,晴,南风,微风
浙江,杭州,2014,1,24,星期五,17℃,7℃,晴,南风,微风
浙江,杭州,2014,1,25,星期六,18℃,5℃,多云,南风,微风
浙江,杭州,2014,1,26,星期日,11℃,2℃,多云,东北风,3-4级
浙江,杭州,2014,1,27,星期一,14℃,6℃,晴,东南风,微风
浙江,杭州,2014,1,28,星期二,16℃,7℃,多云,东北风,微风
浙江,杭州,2014,1,29,星期三,14℃,8℃,小雨,西南风,微风
浙江,杭州,2014,1,30,星期四,20℃,9℃,晴,南风,微风
浙江,杭州,2014,1,31,星期五,23℃,12℃,晴,南风,微风
湖南,长沙,2014,1,1,星期三,17℃,4℃,晴,北风,微风
湖南,长沙,2014,1,2,星期四,17℃,7℃,多云,南风,微风
湖南,长沙,2014,1,3,星期五,17℃,8℃,多云,北风,微风
湖南,长沙,2014,1,4,星期六,16℃,7℃,晴,南风,微风
湖南,长沙,2014,1,5,星期日,17℃,7℃,晴,南风,微风
湖南,长沙,2014,1,6,星期一,15℃,8℃,多云,南风,微风
湖南,长沙,2014,1,7,星期二,9℃,4℃,小雨,北风,3-4级
湖南,长沙,2014,1,8,星期三,9℃,4℃,阴,北风,微风
湖南,长沙,2014,1,9,星期四,10℃,4℃,多云,北风,微风
湖南,长沙,2014,1,10,星期五,8℃,3℃,多云,北风,微风
湖南,长沙,2014,1,11,星期六,6℃,3℃,小雨,无持续风向,微风
湖南,长沙,2014,1,12,星期日,5℃,3℃,小雨,北风,3-4级
湖南,长沙,2014,1,13,星期一,9℃,1℃,阴,北风,微风
湖南,长沙,2014,1,14,星期二,13℃,3℃,晴,北风,微风
湖南,长沙,2014,1,15,星期三,13℃,4℃,晴,北风,微风
湖南,长沙,2014,1,16,星期四,13℃,2℃,多云,南风,微风
湖南,长沙,2014,1,17,星期五,15℃,2℃,晴,无持续风向,微风
湖南,长沙,2014,1,18,星期六,15℃,4℃,晴,北风,微风
湖南,长沙,2014,1,19,星期日,16℃,5℃,晴,北风,微风
湖南,长沙,2014,1,20,星期一,14℃,4℃,晴,北风,微风
湖南,长沙,2014,1,21,星期二,16℃,2℃,晴,无持续风向,微风
湖南,长沙,2014,1,22,星期三,16℃,5℃,晴,南风,微风
湖南,长沙,2014,1,23,星期四,17℃,7℃,晴,南风,微风
湖南,长沙,2014,1,24,星期五,19℃,9℃,晴,南风,微风
湖南,长沙,2014,1,25,星期六,19℃,8℃,晴,北风,微风
湖南,长沙,2014,1,26,星期日,13℃,6℃,阴,北风,微风
湖南,长沙,2014,1,27,星期一,17℃,7℃,晴,南风,微风
湖南,长沙,2014,1,28,星期二,14℃,7℃,阴,北风,微风
湖南,长沙,2014,1,29,星期三,14℃,6℃,阴,北风,微风
湖南,长沙,2014,1,30,星期四,21℃,11℃,晴,北风,微风
湖南,长沙,2014,1,31,星期五,25℃,14℃,晴,无持续风向,微风
湖北,武汉,2014,1,1,星期三,17℃,0℃,晴,无持续风向,微风
湖北,武汉,2014,1,2,星期四,16℃,1℃,多云,无持续风向,微风
湖北,武汉,2014,1,3,星期五,15℃,-3℃,晴,无持续风向,微风
湖北,武汉,2014,1,4,星期六,13℃,-2℃,晴,无持续风向,微风
湖北,武汉,2014,1,5,星期日,16℃,4℃,多云,无持续风向,微风
湖北,武汉,2014,1,6,星期一,13℃,4℃,多云,无持续风向,微风
湖北,武汉,2014,1,7,星期二,7℃,2℃,小雨,无持续风向,微风
湖北,武汉,2014,1,8,星期三,8℃,-2℃,多云,北风,3-4级
湖北,武汉,2014,1,9,星期四,10℃,-2℃,晴,无持续风向,微风
湖北,武汉,2014,1,10,星期五,8℃,2℃,阴,无持续风向,微风
湖北,武汉,2014,1,11,星期六,6℃,1℃,小雨,无持续风向,微风
湖北,武汉,2014,1,12,星期日,9℃,-1℃,多云,无持续风向,微风
湖北,武汉,2014,1,13,星期一,10℃,-3℃,晴,无持续风向,微风
湖北,武汉,2014,1,14,星期二,10℃,-2℃,晴,无持续风向,微风
湖北,武汉,2014,1,15,星期三,10℃,-3℃,晴,无持续风向,微风
湖北,武汉,2014,1,16,星期四,10℃,-1℃,阴,无持续风向,微风
湖北,武汉,2014,1,17,星期五,14℃,-2℃,晴,无持续风向,微风
湖北,武汉,2014,1,18,星期六,12℃,-3℃,晴,无持续风向,微风
湖北,武汉,2014,1,19,星期日,12℃,0℃,晴,无持续风向,微风
湖北,武汉,2014,1,20,星期一,12℃,-5℃,晴,无持续风向,微风
湖北,武汉,2014,1,21,星期二,12℃,-4℃,晴,无持续风向,微风
湖北,武汉,2014,1,22,星期三,14℃,-1℃,晴,无持续风向,微风
湖北,武汉,2014,1,23,星期四,16℃,3℃,晴,无持续风向,微风
湖北,武汉,2014,1,24,星期五,19℃,6℃,晴,东风,3-4级
湖北,武汉,2014,1,25,星期六,14℃,3℃,多云,无持续风向,微风
湖北,武汉,2014,1,26,星期日,13℃,1℃,多云,无持续风向,微风
湖北,武汉,2014,1,27,星期一,15℃,4℃,多云,无持续风向,微风
湖北,武汉,2014,1,28,星期二,12℃,5℃,小雨,无持续风向,微风
湖北,武汉,2014,1,29,星期三,13℃,3℃,多云,无持续风向,微风
湖北,武汉,2014,1,30,星期四,15℃,7℃,晴,无持续风向,微风
湖北,武汉,2014,1,31,星期五,23℃,12℃,多云,无持续风向,微风
吉林,长春,2014,1,1,星期三,-9℃,-20℃,多云,西风,3-4级
吉林,长春,2014,1,2,星期四,-6℃,-18℃,多云,西南风,3-4级
吉林,长春,2014,1,3,星期五,-12℃,-23℃,晴,西南风,微风
吉林,长春,2014,1,4,星期六,-10℃,-18℃,晴,西南风,微风
吉林,长春,2014,1,5,星期日,-7℃,-17℃,霾,西南风,微风
吉林,长春,2014,1,6,星期一,-5℃,-16℃,多云,西南风,3-4级
吉林,长春,2014,1,7,星期二,-6℃,-21℃,多云,西北风,3-4级
吉林,长春,2014,1,8,星期三,-14℃,-23℃,晴,西北风,3-4级
吉林,长春,2014,1,9,星期四,-13℃,-21℃,晴,西南风,3-4级
吉林,长春,2014,1,10,星期五,-10℃,-19℃,晴,西南风,3-4级
吉林,长春,2014,1,11,星期六,-10℃,-24℃,多云,西南风,3-4级
吉林,长春,2014,1,12,星期日,-16℃,-25℃,晴,西风,微风
吉林,长春,2014,1,13,星期一,-15℃,-22℃,晴,西南风,微风
吉林,长春,2014,1,14,星期二,-11℃,-18℃,晴,西南风,微风
吉林,长春,2014,1,15,星期三,-7℃,-19℃,晴,西风,微风
吉林,长春,2014,1,16,星期四,-12℃,-20℃,晴,东北风,微风
吉林,长春,2014,1,17,星期五,-13℃,-21℃,多云,南风,微风
吉林,长春,2014,1,18,星期六,-9℃,-19℃,晴,北风,微风
吉林,长春,2014,1,19,星期日,-9℃,-17℃,小雪,东南风,3-4级
吉林,长春,2014,1,20,星期一,-11℃,-20℃,阵雪,东北风,3-4级
吉林,长春,2014,1,21,星期二,-10℃,-16℃,晴,西南风,3-4级
吉林,长春,2014,1,22,星期三,-6℃,-11℃,晴,西南风,微风
吉林,长春,2014,1,23,星期四,2℃,-12℃,多云,西南风,4-5级
吉林,长春,2014,1,24,星期五,-5℃,-17℃,多云,西北风,3-4级
吉林,长春,2014,1,25,星期六,-9℃,-20℃,晴,西北风,3-4级
吉林,长春,2014,1,26,星期日,-6℃,-11℃,晴,西南风,3-4级
吉林,长春,2014,1,27,星期一,-1℃,-19℃,多云,西风,4-5级
吉林,长春,2014,1,28,星期二,-11℃,-16℃,晴,西北风,3-4级
吉林,长春,2014,1,29,星期三,-1℃,-17℃,小雪,西南风,5-6级
